primary_genre,all_genres,artist_followers,artist_popularity,track_id,name,artist_names,popularity,album,release_date,mood_label
punjabi hip hop,punjabi hip hop; punjabi pop; indian indie; desi; desi hip hop; hindi indie; hindi hip hop; punjabi pop; punjabi hip hop; indian indie,2531774,78,4D8eFUu6Hvulrq6CGqGaLR,Khayaal,"['Talwiinder', 'NDS']",82,Khayaal,2023-03-16,old_melody
indian indie,indian indie,923,35,4EpfcGzT4UKUMsDkvdLQUA,Superstar,"['Abhishek Dubey', 'SubhoBeatz']",30,Superstar,2024-01-26,party
tamil pop,tamil pop; kollywood; bollywood; sufi; hindi pop; desi; tamil pop; tollywood; telugu pop; marathi pop; kollywood; bollywood; hindi pop; sufi; bollywood,72209472,82,4FeczSomVWVyU4FW7xDeAI,Tere Bina,"['A.R. Rahman', 'Chinmayi', 'Murtuza Khan', 'Qadir Khan']",81,Guru (Original Motion Picture Soundtrack),2006-09-11,old_melody
bollywood,bollywood; desi; hindi pop; bollywood; hindi pop; desi,16471568,80,4K1zKRQr4GzysIYelA2XUw,440 Volt,"['Vishal-Shekhar', 'Mika Singh', 'Irshad Kamil']",50,Sultan,2016-05-31,romantic
indian indie,indian indie; hindi indie; desi,64626,39,4LAS8j4UMbzX0hnZVUJDZ0,Fiqr Na Karo,['Omar Mukhtar'],53,Fiqr Na Karo,2025-08-05,old_melody
indian indie,indian indie; haryanvi pop,1037,35,4LKc1WqnhTk6k1crCeGUYV,HUA ASAR TERA - Sped Up,"['Abhishek Dubey', 'SubhoBeatz', 'Akansha Tripathi']",30,HUA ASAR TERA (Sped Up),2025-04-04,party
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi; kannada pop; marathi pop,166037253,91,4LO5DjN6Tp3UkUvgESuy2t,Samjhawan,"['Jawad Ahmad', 'Shaarib Toshi', 'Arijit Singh', 'Shreya Ghoshal']",67,Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),2014-06-19,old_melody
bollywood,bollywood; hindi pop; desi; desi pop; gujarati garba; hindi pop; bollywood; desi; bangla pop; punjabi pop; desi; bhangra; bollywood; hindi pop; desi,166037253,91,4Lo6I7kkHWgAVRmdILLhig,"Tu Hain Toh Main Hoon (From ""Sky Force"")","['Tanishk Bagchi', 'Arijit Singh', 'Afsana Khan', 'Irshad Kamil']",71,"Tu Hain Toh Main Hoon (From ""Sky Force"")",2025-01-22,old_melody
ghazal,ghazal; bollywood; bhajan; hindi pop; marathi pop; bollywood; ghazal; desi; hindi pop; ghazal; hindi pop; bollywood,24630694,78,4M6QtwT7kFCMqztO4E96kk,Tujhse Naraz Nahin Zindagi - Lata Mangeshkar,"['Lata Mangeshkar', 'Gulzar', 'R. D. Burman']",57,Masoom,1982-12-31,sad
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop; hindi pop; bollywood; marathi pop,166037253,91,4OEBP1iwGmLtcM8UKRLm80,"Itni Si Baat Hain (From ""Azhar"")","['Pritam', 'Arijit Singh', 'Antara Mitra', 'Manoj Yadav']",65,Ultimate Love Songs - Arijit Singh,2020-05-19,old_melody
hindi pop,hindi pop; bollywood; bollywood; hindi pop; desi; desi pop; gujarati garba,49018784,74,4OPlDG7JilNzoNfkH2ZRWy,Shona Shona,"['Tony Kakkar', 'Neha Kakkar']",7,Shona Shona,2020-11-25,romantic
bollywood,bollywood; sufi; desi; hindi pop; bollywood; sufi; hindi pop; desi,8225942,73,4Qu8LlchmRCaPBKBArcNsA,Tere Naina,"['Shankar-Ehsaan-Loy', 'Shafqat Amanat Ali']",69,My Name Is Khan (Original Motion Picture Soundtrack [Deluxe Edition]),2010,old_melody
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop; bollywood; tamil pop; kollywood; hindi pop; desi; tamil dance; hindi hip hop; desi hip hop; bollywood; desi; hindi pop; bollywood; qawwali,166037253,91,4QyX8CBSjcoq4iMZuvifyF,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")","['Pritam', 'Arijit Singh', 'Jonita Gandhi', 'Ranveer Singh', 'Madan Mohan', 'Amitabh Bhattacharya']",49,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",2023-07-12,party
hindi pop,hindi pop; bollywood; hindi pop; bollywood; desi; bangla pop,166037253,91,4RCd3Gdtt3dNedof64hqRD,"Phir Mohabbat (From ""Murder 2"")","['Mohammed Irfan', 'Arijit Singh', 'Saim Bhat']",68,Ultimate Love Songs - Arijit Singh,2020-05-19,chill
bollywood,bollywood; hindi pop; desi; bollywood; desi; hindi pop; tollywood; bollywood; desi; telugu pop; hindi pop; bollywood,61320500,89,4St20qfnH98z2CEY7Up5yn,Pungi,"['Pritam', 'Mika Singh', 'Amitabh Bhattacharya', 'Nakash Aziz', 'Javed Jaffrey']",64,Agent Vinod,2012-02-24,romantic
desi,desi; indian indie; sufi,1104911,44,4VsP4Dm8gsibRxB5I2hEkw,Kahani Suno 2.0,['Kaifi Khalil'],55,Kahani Suno 2.0,2022-05-31,chill
bollywood,bollywood; hindi pop; desi; bollywood; hindi pop; desi; sufi; bollywood; ghazal; hindi pop; sufi; desi,61320500,89,4bD9z9qa4qg9BhryvYWB7c,Kabira,"['Pritam', 'Tochi Raina', 'Rekha Bhardwaj']",77,Yeh Jawaani Hai Deewani,2013-03-30,old_melody
bollywood,bollywood; desi; hindi pop; bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; hindi pop; desi; hindi pop; desi pop; bollywood,49018784,80,4cFwhwH5ydnHgB0Tv3lZsm,"O Saki Saki (From ""Batla House"")","['Vishal-Shekhar', 'Neha Kakkar', 'Tulsi Kumar', 'B Praak']",67,"O Saki Saki (From ""Batla House"")",2019-07-15,romantic
bhangra,bhangra; punjabi pop; desi; bollywood; hindi pop; desi pop,22159235,74,4dJWik0ax9bRFXl0HqbFjT,High Rated Gabru,['Guru Randhawa'],56,Nawabzaade,2018-07-17,romantic
french r&b,french r&b; pop urbaine; afrobeats; afrobeat; bollywood; hindi pop; desi; kannada pop; marathi pop; punjabi pop; hindi pop; bollywood; desi; indian indie; hindi pop,33208103,86,4dvfxZKehPxpz3UZ7A5Fni,Yimmy Yimmy,"['Tayc', 'Shreya Ghoshal', 'Rajat Nagpal', 'Jacqueline Fernandez']",61,Yimmy Yimmy,2024-03-08,romantic
bollywood,bollywood; hindi pop; desi; bollywood; desi; hindi pop,61320500,89,4eu27jAU2bbnyHUC3G75U8,Badtameez Dil,"['Pritam', 'Benny Dayal', 'Shefali Alvares']",70,Yeh Jawaani Hai Deewani,2013-03-30,romantic
bollywood,bollywood; hindi hip hop; desi; hindi pop; punjabi pop,37002271,78,4fyR24BKznXBLNkK8LwWla,Dheere Dheere,['Yo Yo Honey Singh'],69,Dheere Dheere,2015-08-31,romantic
telugu pop,telugu pop; tollywood; tollywood; telugu pop; telugu pop; tollywood; devotional,3142455,67,4iKGu3xtvm90eBw0EIPWJP,"Naatu Naatu (From ""Rrr"")","['Rahul Sipligunj', 'Kala Bhairava', 'M. M. Keeravaani', 'Chandra Bose']",56,"Naatu Naatu (From ""Rrr"")",2021-11-10,party
indian indie,indian indie,923,35,4jigdUnvTAP9GfTPdknJxc,Lost,"['Abhishek Dubey', 'SubhoBeatz', 'Priyanka Gajanan']",34,Lost,2024-08-02,party
hindi pop,hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi; bhajan; bollywood; hindi pop; devotional,166037253,91,4jk4CaqBMBbMZhf3PuR1ai,Phir Kabhi,"['Arijit Singh', 'Amaal Mallik', 'Manoj Muntashir']",63,M.S.Dhoni - The Untold Story,2016-09-17,old_melody
bollywood,bollywood; hindi pop,6721037,72,4kaLkst9lT3sQ5Crgxs3ic,Pani Da Rang - Male Vocals,"['Ayushmann Khurrana', 'Rochak Kohli']",57,Vicky Donor (Original Motion Picture Soundtrack),2012-04-09,old_melody
bollywood,bollywood,27764,39,4m8eXK0GbbWKYxWlMdD5O3,Nagin Dance,['Anmol Malik'],35,Bajatey Raho (Original Motion Picture Soundtrack),2013-07-13,romantic
ghazal,ghazal; bhajan; qawwali; sufi; devotional,4581217,65,4mBmsPcPa1Eu4LDTHq55Ab,"Hothon Se Chhu Lo Tum - From ""Prem Geet""",['Jagjit Singh'],66,Dard-E-Jigar,2003-01-01,sad
tamil pop,tamil pop; kollywood; tamil dance; tamil hip hop; tollywood; telugu pop; hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi,166037253,91,4nc6XiUze2Yh7wFueGOPv7,"Chaleya (From ""Jawan"")","['Anirudh Ravichander', 'Arijit Singh', 'Shilpa Rao', 'Kumaar']",70,"Chaleya (From ""Jawan"")",2023-08-14,old_melody
indian indie,indian indie; hindi indie,365,28,4oUOIB7zvG8lzALxDgn2Mc,Naasamajh,"['Shikhar Sharma', 'Dhairya Mehrotra']",45,Naasamajh,2025-08-06,old_melody
hindi pop,hindi pop; bollywood; bollywood; hindi pop; desi; desi pop; gujarati garba,49018784,74,4obyqyCX0Vx839PTsz1OGf,Goa Beach,"['Tony Kakkar', 'Neha Kakkar']",14,Goa Beach,2020-02-11,romantic
ghazal,ghazal; bollywood; bhajan; hindi pop; marathi pop; ghazal; bangla pop; hindi pop; bollywood; ghazal; bhajan,24630694,78,4oqHIGO83H3Al8bxCEXgqI,Achha To Hum Chalte Hain,"['Lata Mangeshkar', 'Kishore Kumar', 'Laxmikant–Pyarelal']",50,Aan Milo Sajna,1970-12-24,sad
bhangra,bhangra; punjabi pop; desi; bollywood; hindi pop; desi pop; ; punjabi pop,22159235,85,4pBxb7WuLsC3YyA9cj4T2l,Slowly Slowly,"['Guru Randhawa', 'Pitbull', 'DJ BLACKOUT', 'Dj Money Willz']",54,Slowly Slowly,2019-04-19,romantic
qawwali,qawwali; ghazal; sufi; sufi; qawwali; bollywood; hindi pop; desi; ghazal; bollywood; hindi pop; desi; desi pop; gujarati garba; ; bhajan; bollywood; hindi pop; devotional,28824415,80,4sNiMTu47WkUgW87qeUlWF,Mere Rashke Qamar,"['Nusrat Fateh Ali Khan', 'Rahat Fateh Ali Khan', 'Tanishk Bagchi', 'A1 Melody Master-Fana', 'Manoj Muntashir']",63,Baadshaho,2017-08-19,sad
desi hip hop,desi hip hop; bangla pop,1416,28,4tDkuGzzJeOGutCor2xqY4,Perfume,"['Lil Queen', 'Ri8 Music']",39,Expressionism,2025-10-24,old_melody
bollywood,bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; hindi pop; desi pop; desi; desi hip hop; hindi hip hop; bollywood; desi; hindi pop,49018784,80,4tjLYTXFqZhkUDga4bQ0yl,"Dilbar (From ""Satyameva Jayate"")","['Neha Kakkar', 'Dhvani Bhanushali', 'Ikka', 'Tanishk Bagchi']",70,"Dilbar (From ""Satyameva Jayate"")",2018-07-04,romantic
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop; bollywood; tamil pop; kollywood; hindi pop; desi; tamil dance; hindi hip hop; desi hip hop; bollywood; desi; hindi pop; bollywood; qawwali,166037253,91,4uNxdQ1L4Xa52MWX864QhW,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")","['Pritam', 'Arijit Singh', 'Jonita Gandhi', 'Ranveer Singh', 'Amitabh Bhattacharya', 'Madan Mohan']",61,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",2023-07-12,romantic
ghazal,ghazal; hindi pop; ghazal; hindi pop; bollywood,10812910,74,4ujalVER2NLazVozUVllxw,"Gulabi Ankhen - From ""The Train""","['Mohammed Rafi', 'R. D. Burman']",62,Audiobiography,2012-01-01,sad
hindi pop,hindi pop; bollywood; desi; gujarati pop; hindi indie; hindi pop; desi pop; bollywood; ; gujarati pop; gujarati garba; bollywood; hindi pop; desi,3684442,70,4ulroyDK6rN73nVkCkWhur,Sahiba,"['Jasleen Royal', 'Stebin Ben', 'Vijay Deverakonda', 'Radhikka Madan', 'Priya Saraiya', 'Aditya Sharma']",78,Sahiba,2024-11-15,old_melody
ghazal,ghazal; bollywood; bhajan; hindi pop; marathi pop; ghazal; tamil dance; ghazal; bhajan,24630694,78,4v4wIJBIsNZedLRyFhpuBZ,Sawan Ka Mahina,"['Lata Mangeshkar', 'Mukesh', 'Laxmikant–Pyarelal']",47,Milan,1967-01-01,sad
hindi pop,hindi pop; bollywood; desi; bangla pop; tamil pop; tollywood; telugu pop; marathi pop; kollywood; bollywood; hindi pop,166037253,91,4wIWWEhbdgKAxhR68eE0Ye,"Mast Magan (From ""2 States"")","['Arijit Singh', 'Chinmayi']",66,Groove With Arijit Singh,2019-05-22,old_melody
bollywood,bollywood; bhajan; marathi pop; devotional; ghazal,7151947,72,4wTCkMHovw8OQ9xs3sjaWM,Jeena Nahi,"['Amit Kumar', 'Anuradha Paudwal']",54,Tezaab,1988-06-10,sad
bollywood,bollywood; sufi; desi; hindi pop; qawwali; marathi pop; bollywood; devotional; bhajan; desi; tamil dance; hindi pop; bollywood; desi,13428271,77,4yY6SRse3iDtY0QROJmBXa,Shringaar (From “Bhoomi 2025”),"['Salim–Sulaiman', 'Shankar Mahadevan', 'Shraddha Pandit']",48,Shringaar (From “Bhoomi 2025”),2025-09-01,old_melody
gujarati garba,gujarati garba; hindi pop; gujarati pop; bollywood; desi pop; desi; bollywood; hindi pop; gujarati garba; desi; gujarati garba; gujarati pop; hindi pop; bollywood; desi,26557461,73,4ymPEyiXabTe1NO8q8EFxG,"Chogada (From ""Loveyatri"")","['Darshan Raval', 'Asees Kaur', 'Lijo George-Dj Chetas']",66,"Chogada (From ""Loveyatri"")",2018-08-14,romantic
hindi pop,hindi pop; punjabi pop; hindi pop; bollywood; desi,1315821,73,50OVvDb6s8hUsos5AJmPnv,Kabhi Shaam Dhale,"['Mohammad Faiz', 'Jaani']",64,Kabhi Shaam Dhale,2023-11-07,chill
bollywood,bollywood; hindi pop; desi pop; bollywood; hindi pop; bollywood; hindi pop; desi; kannada pop; marathi pop,33208103,86,51DEaelXeJJ6cFFYbX8Hal,Zihaal e Miskin,"['Javed-Mohsin', 'Vishal Mishra', 'Shreya Ghoshal']",68,Zihaal e Miskin,2023-05-25,chill
bollywood,bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; desi,30826001,75,51ZN0MyxxJ0VmCN2Hlscfw,"Abhi Toh Party Shuru Hui Hai (From ""Khoobsurat"")","['Badshah', 'Aastha']",60,Badshah Party Hits,2020-05-25,party
bollywood,bollywood; hindi pop; desi; bollywood; hindi pop; sufi; desi,61320500,89,52itZ0w0CydihB2JCZEIft,Pee Loon,"['Pritam', 'Mohit Chauhan', 'Irshad Kamil']",74,Once Upon A Time In Mumbaai,2010-06-29,old_melody
bollywood,bollywood; desi; hindi pop; gujarati pop; bollywood; hindi pop; desi; gujarati garba,9982109,82,52uiJsA4FrtAZlgqxCJwJI,"Milegi Milegi (From ""Stree"")","['Mika Singh', 'Sachin-Jigar']",57,"Milegi Milegi (From ""Stree"")",2018-08-02,party
bollywood,bollywood; sufi; desi; hindi pop; qawwali; kannada pop; bollywood; sandalwood; hindi pop; desi; marathi pop; hindi hip hop; desi hip hop; punjabi hip hop; punjabi pop; bollywood; desi,22693138,79,538w9eujfTBKBruTuj5Tzh,Jogiya (Bhoomi 2025),"['Salim–Sulaiman', 'Sonu Nigam', 'Paradox', 'Shraddha Pandit']",62,Jogiya (Bhoomi 2025),2025-10-14,old_melody
indian indie,indian indie,923,35,546d3WeZeEN4z1t5vJvZ7R,Mere Soneya,"['Abhishek Dubey', 'SubhoBeatz']",32,Mere Soneya,2024-10-11,party
bollywood,bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; hindi pop; gujarati garba; desi; bhajan; hindi pop; bollywood; devotional; bollywood; hindi pop; desi; desi pop; gujarati garba,30826001,80,554Jv8PaaIVAwOOpoJ4YCm,"Akh Lad Jaave (From ""Loveyatri"")","['Badshah', 'Asees Kaur', 'Jubin Nautiyal', 'Tanishk Bagchi']",6,"Akh Lad Jaave (From ""Loveyatri"")",2018-08-23,romantic
bollywood,bollywood; hindi hip hop; desi; hindi pop; punjabi pop; bhangra; punjabi pop; desi; bollywood,37002271,78,56lHtVpvNxFSKewJKpeYc3,Yaar Naa Miley,"['Yo Yo Honey Singh', 'Jasmine Sandlas']",61,Kick,2014-07-07,romantic
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop,166037253,91,56zZ48jdyY2oDXHVnwg5Di,Tum Hi Ho,"['Mithoon', 'Arijit Singh']",78,Aashiqui 2,2013-04-06,old_melody
ghazal,ghazal; bollywood; bhajan; hindi pop; marathi pop; ghazal; bangla pop; hindi pop; bollywood; ghazal; hindi pop; bollywood,24630694,78,57l24qsMzRsvecxRM0tfC6,Tere Bina Zindagi Se,"['Lata Mangeshkar', 'Kishore Kumar', 'R. D. Burman']",51,Aandhi,1975-12-31,sad
bollywood,bollywood; hindi pop; desi; sufi; bollywood; hindi pop; qawwali; desi; desi pop,12518937,73,5AM51LU4hTpGSdQEFQmZTw,Galat Baat Hai,"['Neeti Mohan', 'Javed Ali']",58,Main Tera Hero,2014-03-03,romantic
gujarati pop,gujarati pop; bollywood; hindi pop; desi; gujarati garba; bollywood; hindi pop; bollywood; gujarati garba; hindi pop; desi; gujarati pop; bollywood; hindi pop; desi,7876302,82,5AnWrUzsrFgBvhn6dUElnr,"Aaj Ki Raat (From ""Stree 2"")","['Sachin-Jigar', 'Madhubanti Bagchi', 'Divya Kumar', 'Amitabh Bhattacharya']",75,"Aaj Ki Raat (From ""Stree 2"")",2024-07-24,romantic
ghazal,ghazal; hindi pop; ghazal,10812910,71,5B79HDNb3rDnvZiMBI8ZM1,Sukh Ke Sab Saathi,"['Mohammed Rafi', 'Kalyanji-Anandji']",38,Gopi,1970-01-01,sad
ghazal,ghazal; tamil dance; ghazal,4095408,66,5DylAjiFdp6zs36HV4N8rU,Chandan Sa Badan Chanchal Chitwan - Mukesh,"['Mukesh', 'Kalyanji-Anandji']",45,Saraswatichandra,1968-01-01,sad
bollywood,bollywood; desi; hindi pop; bollywood; hindi pop; desi,21764550,80,5FXMRdJjKq1BIX4e8Eg9mK,Ajab Si,"['Vishal-Shekhar', 'KK']",75,Om Shanti Om,2007-09-18,old_melody
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop; bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; tamil pop; kollywood; hindi pop; desi; tamil dance; tollywood; bollywood; desi; telugu pop; hindi pop,166037253,91,5FihcmME7NlwW8KbYOaHVH,The Breakup Song,"['Pritam', 'Arijit Singh', 'Badshah', 'Jonita Gandhi', 'Nakash Aziz']",65,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],2016-10-26,romantic
gujarati garba,gujarati garba; hindi indie; indian indie; bollywood; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; hindi pop; punjabi pop; desi; desi pop; bollywood; ,5808996,63,5Fx04tkVKaLwM6TVAqArx5,Shringaar (feat. Milind Soman),"['Vayu', 'Raftaar', 'Aastha Gill', 'AKASA', 'Milind Soman']",41,Shringaar (feat. Milind Soman),2022-06-30,party
bollywood,bollywood; hindi pop; desi pop; hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi; kannada pop; marathi pop; hindi pop; bollywood; desi pop; desi; hindi pop; bollywood,166037253,91,5G7pZ8G8NFvS1MQ9H4L7dC,Pal,"['Javed-Mohsin', 'Arijit Singh', 'Shreya Ghoshal', 'Kunaal Vermaa', 'Prashant Ingole']",69,Pal,2018-09-14,old_melody
bollywood,bollywood; hindi pop; sufi; desi,14611363,76,5GeBgck1MU2tlIkMpsn8uT,Matargashti,['Mohit Chauhan'],67,Tamasha,2015-10-16,romantic
gujarati pop,gujarati pop; bollywood; hindi pop; desi; gujarati garba; hindi pop; desi pop; bollywood; bollywood; hindi pop; desi,7876302,82,5Ggb9pKiKcr5vNV9v1e1vs,"Tumhare Hi Rahenge Hum (From ""Stree 2"")","['Sachin-Jigar', 'Varun Jain', 'Shilpa Rao', 'Amitabh Bhattacharya']",74,"Tumhare Hi Rahenge Hum (From ""Stree 2"")",2024-08-06,old_melody
bangla pop,bangla pop; hindi pop; bollywood; hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop,166037253,91,5Gy67YHzPZTk9Q0D73LAGH,"Khamoshiyan (From ""Khamoshiyan"")","['Jeet Gannguli', 'Arijit Singh', 'Rashmi Virag']",57,"Khamoshiyan (From ""Khamoshiyan"")",2014-12-29,chill
gujarati garba,gujarati garba; bollywood; desi; hindi pop; gujarati garba; bollywood; hindi pop; desi; gujarati garba; hindi pop; gujarati pop; bollywood; desi pop; desi,26557461,73,5HJvDTnAaDWqhsE841I1QR,Kamariya,"['Lijo George', 'Dj Chetas', 'Darshan Raval']",57,Mitron (Original Motion Picture Soundtrack),2018-08-30,party
bollywood,bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; hindi pop; desi,30826001,75,5I3Xih0C2ID3fqngBrBbGv,"Bad Boy (From ""Saaho"")","['Badshah', 'Neeti Mohan']",54,"Bad Boy (From ""Saaho"")",2019-08-19,romantic
hindi pop,hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; bollywood; sufi; hindi pop; desi,166037253,91,5Jgv5IaPCgj1rldWSlw6m3,"Lambiyaan Si Judaiyaan (From ""Raabta"")","['Arijit Singh', 'Shadab', 'Altamash Faridi']",56,Arijit Singh Broken Strings,2019-04-24,chill
gujarati garba,gujarati garba; gujarati pop; bhajan; gujarati garba; gujarati pop,2009108,61,5LSAafg2oH9YPgf3EG17iw,Khalasi | Coke Studio Bharat,"['Aditya Gadhvi', 'Achint']",63,Khalasi | Coke Studio Bharat,2023-07-05,romantic
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop,166037253,91,5OcGETO7eEKjKme4gm0r7y,"Dance Ka Bhoot (From ""Brahmastra"")","['Pritam', 'Arijit Singh', 'Amitabh Bhattacharya']",53,"Dance Ka Bhoot (From ""Brahmastra"")",2022-08-25,party
ghazal,ghazal; hindi pop,10812910,71,5OeQkWNa8d5x5BCwBPwCEb,Teri Galiyon Mein,['Mohammed Rafi'],50,Hawas,1974-08-02,sad
ghazal,ghazal; bangla pop; hindi pop; bollywood; ghazal; bollywood; bhajan; hindi pop; marathi pop; ghazal; hindi pop; bollywood,24630694,78,5P49QyK81dOSc3W7iWDlAT,Rimjhim Gire Sawan,"['Kishore Kumar', 'Lata Mangeshkar', 'R. D. Burman']",62,Manzil,1979-05-14,sad
hindi pop,hindi pop; bollywood; desi; gujarati pop; hindi indie; hindi pop; bollywood; desi; bangla pop; mollywood; hindi pop; malayalam pop,166037253,91,5PUXKVVVQ74C3gl5vKy9Li,Heeriye (feat. Arijit Singh),"['Jasleen Royal', 'Arijit Singh', 'Dulquer Salmaan']",75,Heeriye (feat. Arijit Singh),2023-07-25,old_melody
bollywood,bollywood; desi; hindi pop; bollywood; hindi pop; desi,61320500,89,5PatlLJYn8gWxnQnepzMjW,Twist,"['Neeraj Shridhar', 'Pritam']",0,Love Aaj Kal (Original Motion Picture Soundtrack),2009-07-31,party
bollywood,bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; hindi pop; gujarati garba; desi; bhajan; hindi pop; bollywood; devotional; bollywood; hindi pop; desi; desi pop; gujarati garba,30826001,80,5SVpD60u9vjoQ2OeoKsTkb,Akh Lad Jaave,"['Badshah', 'Asees Kaur', 'Jubin Nautiyal', 'Tanishk Bagchi']",61,Loveyatri - A Journey Of Love,2018-10-03,party
bollywood,bollywood; hindi pop; desi; bollywood; hindi pop; desi; desi pop; bangla pop; bollywood; desi,61320500,89,5TgUA7EeMusDPjtnN26GuM,Apna Har Din,"['Pritam', 'Shaan', 'Anushka Manchanda']",52,Golmaal 3,2010-10-09,romantic
hindi pop,hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; hindi pop; desi pop; desi,166037253,91,5VAkPCJTE6tbyReo9J4IQj,"Main Tera Boyfriend (From ""Raabta"")","['Arijit Singh', 'Neha Kakkar', 'Meet Bros.']",57,Groove With Arijit Singh,2019-05-22,party
bollywood,bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; hindi pop; punjabi pop; desi; desi pop,30826001,75,5VKvDHouRJ4a8VNXrzTWnc,Dj Waley Babu (feat. Aastha Gill),"['Badshah', 'Aastha Gill']",63,ONE (Original Never Ends),2018-08-17,romantic
gujarati garba,gujarati garba; gujarati pop; ; bollywood; ghazal; hindi pop,93515,57,5VMykYy6HzFVrjtANRrpVC,"Yeh Ek Zindagi (From ""Monica, O My Darling"")","['Achint', 'Mikey McCleary', 'Varun Grover', 'Anupama Chakraborty Shrivastava']",43,"Yeh Ek Zindagi (From ""Monica, O My Darling"")",2022-10-31,romantic
,,135094,41,5XAKbSGqd1mU1wUnRzR9cl,Do Ghoont,['Shruti Rane'],52,Do Ghoont,2021-09-02,romantic
ghazal,ghazal; ghazal; hindi pop; ghazal; hindi pop; bollywood,10812910,74,5XTdgOtJYAOXiw2gHW2KmQ,Kya Hua Tera Vada,"['Sushma Shrestha', 'Mohammed Rafi', 'R. D. Burman']",68,Hum Kisise Kum Naheen,1977-08-25,sad
bollywood,bollywood; desi; hindi pop; bollywood; hindi pop; desi,61320500,89,5XsoDbDt98b0FkFLOhsJuS,Lat Lag Gayee,"['Benny Dayal', 'Shalmali Kholgade', 'Pritam']",70,Race 2 (Original Motion Picture Soundtrack),2012-01-25,romantic
marathi pop,marathi pop; ghazal; bhajan,997844,66,5YG3JN18pDZGnbSVyWrYqe,Main Shair To Nahin,"['Shailendra Singh', 'Laxmikant–Pyarelal']",60,Bobby,1973-01-11,sad
bollywood,bollywood; hindi pop; desi; sufi; qawwali,41388907,80,5ZhKD46Q7mhsl0awl7ZMJc,"Jeena Jeena (From ""Badlapur"")",['Atif Aslam'],0,"Jeena Jeena (From ""Badlapur"")",2015-01-15,chill
bollywood,bollywood; hindi pop; gujarati garba,10999042,71,5b7u3idwfY2LyqMQlCwscm,"Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")",['Palak Muchhal'],55,2016 Shining Star - Palak Muchhal,2016-12-30,chill
gujarati pop,gujarati pop; bollywood; hindi pop; desi; gujarati garba; hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi,166037253,91,5bQ6oDLqvw8tywmnSmwEyL,Apna Bana Le,"['Sachin-Jigar', 'Arijit Singh', 'Amitabh Bhattacharya']",80,Bhediya (Original Motion Picture Soundtrack),2022-11-22,old_melody
bollywood,bollywood; hindi pop; desi; bollywood; hindi pop; gujarati garba,10999042,71,5bdX7jiXtSbHX35pgxJo8p,O Khuda,"['Amaal Mallik', 'Palak Muchhal']",64,Hero,2015-08-14,chill
bollywood,bollywood; desi; hindi pop,1475643,60,5c3mUtkS8FvumKaVkcpB0H,Baby Doll,"['Meet Bros Anjjan', 'Kanika Kapoor']",65,Ragini Mms 2,2014-02-28,romantic
bollywood,bollywood; hindi pop; punjabi pop; desi; desi pop; gujarati pop; bollywood; desi; hindi pop; bollywood; hindi pop; desi; bollywood; gujarati garba; hindi pop; desi; gujarati pop,5808996,71,5cjVsWqIkBQC7acTRhL0RO,Kamariya,"['Aastha Gill', 'Sachin Sanghvi', 'Jigar Saraiya', 'Divya Kumar']",70,Stree,2018-08-22,romantic
,,37789,43,5f4JpFkvBwOWK9tJy93trf,Let Me Down Slowly X Main Dhoondne Ko Zamaane Mein - LoFi,['IAMPRANN'],0,Let Me Down Slowly X Main Dhoondne Ko Zamaane Mein - LoFi,2022-10-21,chill
